Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Fruits,11.6,87.8,3.27,1
Fruits,7.3,83.8,1.44,0
Eggs,9.8,65.6,4.96,1
Milk,4.1,66.7,0.2,0
Milk,5.5,67.1,1.17,0
Meat,5.6,83.2,3.85,1
Vegetables,11.1,80.4,3.92,1
Eggs,9.7,52.4,1.63,1
Eggs,4.4,51.9,1.13,0
Meat,6.9,94.1,4.77,1
Eggs,9.5,53.0,4.29,1
Fruits,5.3,72.1,0.09,0
Milk,5.2,63.6,1.38,0
Vegetables,7.9,93.1,1.61,1
Fruits,9.8,77.7,3.01,1
Milk,4.0,60.4,2.48,0
Meat,5.7,90.9,3.36,1
Milk,5.2,86.8,2.4,1
Vegetables,6.5,97.8,1.31,1
Vegetables,2.4,88.8,2.24,1
Fruits,6.5,83.1,2.36,0
Meat,3.0,71.1,4.82,1
Milk,4.9,67.5,1.79,0
Eggs,8.9,51.2,2.21,1
Meat,5.4,72.1,4.62,1
Fruits,12.9,85.3,1.94,1
Milk,5.9,65.5,1.54,0
Eggs,8.3,59.5,3.39,1
Fruits,6.0,73.3,0.27,0
Fruits,8.9,70.0,1.03,0
Vegetables,11.6,92.6,4.27,1
Vegetables,4.7,81.1,0.59,0
Vegetables,2.2,87.6,2.03,1
Meat,1.2,73.4,0.49,0
Fruits,9.4,78.6,1.74,1
Milk,9.3,60.9,0.89,1
Fruits,13.5,86.3,3.79,1
Eggs,6.6,67.6,0.99,0
Milk,6.7,88.3,1.59,1
Eggs,7.7,59.8,0.26,1
Meat,3.7,85.9,3.5,1
Fruits,6.0,83.6,3.1,1
Meat,4.8,83.0,4.39,1
Meat,2.9,90.1,4.53,1
Meat,4.2,79.5,1.33,0
Eggs,5.5,66.1,2.78,1
Meat,7.7,73.2,2.59,1
Meat,5.3,76.8,1.7,0
Meat,2.3,87.8,2.59,1
Vegetables,8.4,95.1,1.56,1
Meat,6.3,77.9,1.48,1
Vegetables,8.0,91.0,4.33,1
Milk,3.3,69.4,4.51,1
Vegetables,3.5,93.3,1.67,1
Fruits,11.6,73.1,3.85,1
Vegetables,7.9,86.3,0.64,1
Vegetables,10.0,82.6,1.56,1
Vegetables,11.0,92.6,4.79,1
Eggs,7.4,55.4,1.99,1
Meat,7.5,78.5,4.86,1
Milk,9.5,62.2,1.77,1
Meat,6.8,81.3,4.01,1
Eggs,3.6,58.5,1.63,0
Milk,7.1,88.2,1.4,1
Meat,0.2,88.5,2.1,1
Meat,3.6,74.5,0.41,0
Fruits,8.9,78.0,2.5,0
Vegetables,2.6,97.2,0.92,1
Vegetables,10.4,85.0,1.62,1
Vegetables,2.7,90.0,2.03,1
Eggs,9.6,66.4,3.84,1
Vegetables,6.8,93.2,4.15,1
Milk,7.8,66.9,4.9,1
Vegetables,8.0,95.8,0.32,1
Vegetables,3.5,92.4,0.61,1
Vegetables,5.1,88.2,0.41,1
Milk,6.2,74.6,2.99,1
Eggs,8.4,52.4,2.06,1
Eggs,5.4,53.6,1.57,0
Meat,4.8,79.7,2.2,0
Fruits,7.7,73.5,3.47,1
Meat,7.8,83.6,2.85,1
Fruits,9.5,86.0,0.79,1
Meat,6.8,91.4,3.54,1
Vegetables,11.8,80.1,3.74,1
Milk,3.4,85.4,3.24,1
Vegetables,11.7,81.1,0.57,1
Milk,2.2,77.5,4.84,1
Meat,4.7,92.8,2.31,1
Fruits,14.6,71.8,1.79,1
Vegetables,8.9,86.2,2.32,1
Vegetables,10.8,80.8,4.29,1
Vegetables,4.1,89.6,2.41,1
Eggs,6.7,59.0,0.42,0
Fruits,5.0,72.2,3.02,1
Fruits,10.6,83.2,3.09,1
Meat,5.5,81.6,3.2,1
Meat,5.2,79.9,0.53,0
Eggs,7.2,53.0,2.15,1
Vegetables,4.9,92.7,2.41,1
Meat,5.5,84.0,4.28,1
Milk,2.7,65.8,2.39,0
Milk,6.6,77.2,0.55,0
Vegetables,6.0,92.0,0.42,1
Vegetables,11.1,89.3,0.14,1
Fruits,13.1,86.9,1.4,1
Fruits,10.5,80.7,2.52,1
Fruits,14.5,83.5,3.45,1
Meat,4.4,77.8,1.42,0
Milk,6.3,73.6,2.53,1
Meat,1.6,81.1,1.27,0
Meat,5.5,71.6,1.79,0
Meat,8.0,94.6,2.14,1
Fruits,7.6,72.2,4.77,1
Fruits,12.7,74.6,3.6,1
Meat,5.0,90.2,4.51,1
Milk,4.1,68.4,2.54,1
Milk,3.2,81.4,0.22,0
Vegetables,7.8,80.7,0.92,0
Milk,2.5,83.2,4.91,1
Eggs,3.7,62.4,3.04,1
Fruits,10.3,79.5,3.12,1
Vegetables,5.4,96.1,4.84,1
Eggs,9.2,55.2,4.43,1
Eggs,9.4,63.1,3.32,1
Milk,6.0,60.2,4.23,1
Milk,4.5,84.3,1.2,0
Milk,3.3,82.0,0.97,0
Vegetables,3.9,97.8,1.95,1
Meat,7.5,78.7,1.56,1
Milk,6.5,84.2,0.68,0
Meat,5.4,77.5,0.71,0
Fruits,5.9,77.1,0.97,0
Fruits,12.3,78.5,4.16,1
Eggs,7.6,52.1,0.93,1
Meat,1.4,71.1,4.55,1
Eggs,4.0,67.8,1.27,0
Fruits,8.3,70.4,2.95,1
Meat,0.3,89.0,4.85,1
Vegetables,3.7,89.1,2.36,1
Eggs,9.9,60.2,3.0,1
Eggs,5.8,59.7,4.07,1
Vegetables,3.3,92.8,0.7,1
Meat,5.5,75.2,1.54,0
Vegetables,5.4,89.1,2.77,1
Vegetables,9.9,89.3,3.77,1
Fruits,12.3,79.7,0.01,1
Fruits,9.9,83.1,1.67,1
Meat,6.5,83.3,2.14,1
Meat,4.9,72.0,2.45,0
Vegetables,6.6,84.3,4.65,1
Eggs,3.2,59.8,1.16,0
Fruits,7.4,85.6,2.26,1
Meat,7.4,82.4,1.65,1
Eggs,2.5,60.0,4.68,1
Fruits,11.1,74.6,2.34,1
Fruits,6.3,76.3,2.93,1
Fruits,5.6,84.7,4.83,1
Eggs,9.6,54.5,3.13,1
Vegetables,8.0,89.4,4.93,1
Vegetables,7.0,88.6,0.77,1
Milk,5.5,85.0,0.39,0
Fruits,14.1,85.0,0.85,1
Vegetables,7.9,97.5,0.67,1
Eggs,6.1,51.5,4.46,1
Fruits,12.6,76.3,1.18,1
Meat,6.0,81.1,0.89,0
Fruits,4.3,89.1,0.17,1
Milk,4.1,77.3,3.09,1
Eggs,2.6,67.5,4.44,1
Eggs,8.9,66.8,3.07,1
Milk,8.6,62.1,0.64,1
Milk,5.3,80.1,4.04,1
Milk,4.9,88.8,3.07,1
Milk,6.3,75.8,2.4,0
Milk,3.1,87.9,1.58,1
Eggs,8.1,59.0,0.21,1
Meat,6.7,88.9,3.2,1
Eggs,6.0,53.8,0.91,0
Eggs,3.3,60.9,0.32,0
Milk,8.7,84.2,2.43,1
Vegetables,3.9,81.9,3.01,1
Meat,0.3,71.6,1.25,0
Fruits,12.5,79.6,4.14,1
Milk,4.9,66.4,1.95,0
Fruits,14.8,71.9,4.84,1
Vegetables,5.5,95.2,3.09,1
Meat,1.3,74.5,0.53,0
Eggs,9.4,54.4,0.17,1
Vegetables,10.0,81.4,2.75,1
Milk,2.8,61.7,1.85,0
Vegetables,11.5,89.1,3.63,1
Milk,8.5,74.8,0.88,1
Vegetables,3.1,80.5,4.98,1
Vegetables,6.6,81.2,3.02,1
Fruits,14.5,77.3,3.42,1
Eggs,4.9,68.1,3.36,1
Milk,4.7,79.8,4.57,1
Meat,8.0,82.9,2.63,1
Meat,3.8,76.6,4.19,1
Fruits,11.1,78.2,0.93,1
Fruits,12.9,78.5,0.11,1
Milk,8.2,70.8,0.91,1
Milk,2.4,63.7,2.8,1
Vegetables,6.7,89.9,4.09,1
Eggs,9.9,70.0,4.43,1
Eggs,2.2,65.4,1.28,0
Meat,5.5,77.6,3.14,1
Vegetables,2.8,95.7,2.92,1
Eggs,6.2,50.6,3.38,1
Meat,1.2,81.8,2.65,1
Eggs,6.2,50.6,2.5,0
Milk,9.7,78.3,1.72,1
Meat,6.6,76.6,3.35,1
Fruits,8.1,71.1,3.89,1
Vegetables,11.8,94.3,1.74,1
Meat,2.2,89.2,4.26,1
Eggs,8.5,69.5,4.86,1
Vegetables,6.9,80.2,3.01,1
Fruits,12.7,74.3,1.85,1
Fruits,6.4,73.8,3.41,1
Eggs,7.2,57.8,2.79,1
Vegetables,8.1,90.2,4.05,1
Fruits,5.9,82.0,4.45,1
Milk,7.2,61.7,0.98,1
Fruits,7.2,86.8,0.74,1
Fruits,7.5,76.3,2.15,0
Fruits,14.6,81.1,1.8,1
Eggs,6.9,64.0,1.31,0
Meat,3.3,73.5,3.68,1
Vegetables,6.1,92.8,1.89,1
Eggs,7.3,65.8,1.4,1
Fruits,6.1,78.3,0.7,0
Fruits,5.7,70.4,0.87,0
Vegetables,9.6,88.2,1.99,1
Vegetables,9.9,80.4,2.13,1
Fruits,10.0,70.6,0.56,1
Eggs,9.1,65.5,3.24,1
Vegetables,3.6,80.2,3.88,1
Milk,2.3,65.9,0.54,0
Fruits,9.0,77.4,0.19,0
Milk,7.2,81.7,0.73,1
Eggs,4.2,58.8,0.54,0
Eggs,4.0,56.7,2.89,1
Fruits,4.5,73.3,4.25,1
Fruits,13.9,82.2,2.9,1
Eggs,5.4,60.5,1.48,0
Fruits,6.1,79.2,1.31,0
Eggs,9.6,67.6,3.93,1
Fruits,14.0,86.4,4.89,1
Meat,5.0,88.6,3.35,1
Fruits,6.1,89.5,4.8,1
Milk,8.2,65.3,1.53,1
Vegetables,6.0,80.4,4.95,1
Vegetables,9.2,96.7,2.16,1
Milk,5.1,74.2,1.82,0
Milk,8.2,67.2,0.15,1
Vegetables,11.0,89.1,3.69,1
Vegetables,7.3,88.1,0.83,1
Fruits,12.6,72.8,0.0,1
Meat,3.3,84.5,1.35,0
Vegetables,3.1,92.0,4.1,1
Fruits,10.8,76.6,2.29,1
Milk,5.4,63.3,2.16,0
Vegetables,2.8,82.1,3.57,1
Fruits,13.9,76.5,3.46,1
Vegetables,3.7,80.7,2.13,0
Fruits,7.2,74.0,4.13,1
Meat,7.4,74.8,0.69,1
Eggs,5.6,55.2,0.51,0
Vegetables,11.6,81.9,2.78,1
Milk,7.0,82.7,3.37,1
Meat,2.3,88.2,0.76,1
Meat,6.2,81.7,3.78,1
Meat,5.5,80.8,0.39,0
Vegetables,8.7,83.6,0.17,1
Fruits,13.3,85.4,4.11,1
Eggs,3.8,61.8,4.73,1
Eggs,3.5,56.8,4.25,1
Meat,5.3,86.8,0.89,1
Eggs,9.0,62.8,2.13,1
Eggs,7.6,52.2,2.35,1
Milk,3.9,71.4,4.37,1
Milk,3.2,60.2,1.26,0
Meat,7.5,71.7,4.12,1
Vegetables,4.4,80.3,4.08,1
Eggs,3.2,66.3,2.26,0
Meat,7.1,87.4,1.77,1
Vegetables,8.0,89.1,4.71,1
Vegetables,7.7,88.3,2.27,1
Eggs,2.7,61.8,2.78,1
Eggs,3.3,67.6,3.84,1
Meat,7.9,85.2,0.64,1
Fruits,11.1,75.3,4.69,1
Vegetables,3.9,82.6,3.14,1
Milk,10.0,75.5,3.9,1
Meat,2.8,87.9,3.71,1
Meat,3.3,72.9,2.28,0
Milk,6.4,70.1,4.35,1
Meat,5.9,71.8,1.28,0
Fruits,14.4,75.7,3.98,1
Meat,0.5,82.4,3.2,1
Fruits,9.0,86.2,4.02,1
Fruits,4.3,86.5,3.66,1
Vegetables,7.0,84.8,4.64,1
Eggs,2.5,52.5,4.03,1
Eggs,8.3,58.1,2.0,1
Vegetables,3.6,91.6,0.09,1
Fruits,12.5,78.6,1.85,1
Milk,7.5,80.4,4.74,1
Eggs,5.5,54.8,3.97,1
Fruits,5.7,79.1,0.16,0
Eggs,9.1,58.2,2.29,1
Fruits,4.4,72.7,2.46,0
Vegetables,9.5,81.0,4.34,1
Meat,4.6,89.3,4.26,1
Eggs,5.6,57.8,1.72,0
Fruits,4.8,73.4,3.34,1
Milk,6.6,67.7,3.44,1
Vegetables,11.4,86.6,4.49,1
Fruits,14.5,89.7,1.41,1
Eggs,5.9,68.9,2.67,1
Milk,9.7,87.5,2.77,1
Meat,4.0,86.4,2.71,1
Meat,6.0,85.5,0.59,1
Fruits,6.3,85.0,0.21,0
Milk,9.0,90.0,0.89,1
Meat,3.7,72.6,1.78,0
Vegetables,11.1,94.2,3.61,1
Milk,4.3,65.8,2.4,0
Vegetables,3.9,90.7,1.0,1
Milk,5.9,86.4,4.04,1
Milk,3.8,85.9,4.99,1
Fruits,7.4,78.1,1.26,0
Vegetables,3.1,84.1,2.43,0
Eggs,2.5,62.3,1.32,0
Milk,9.4,86.4,2.49,1
Fruits,6.2,89.6,2.17,1
Eggs,5.3,51.2,1.64,0
Milk,4.0,69.3,0.74,0
Milk,3.1,66.5,4.29,1
Vegetables,6.0,88.5,0.77,1
Milk,3.9,60.8,2.9,1
Fruits,13.1,87.0,2.3,1
Milk,5.9,72.9,1.87,0
Vegetables,7.6,95.7,1.45,1
Eggs,9.2,67.4,1.58,1
Vegetables,6.2,95.7,3.84,1
Vegetables,10.8,90.4,0.1,1
Eggs,2.4,64.6,4.8,1
Eggs,2.8,67.1,4.83,1
Milk,9.4,69.7,1.72,1
Eggs,3.3,59.4,2.42,0
Eggs,8.7,67.2,3.2,1
Meat,3.4,74.4,0.57,0
Vegetables,6.8,92.2,2.99,1
Meat,6.0,76.0,3.51,1
Meat,6.6,94.5,1.99,1
Fruits,8.9,87.1,2.15,1
Fruits,9.9,81.0,1.94,1
Vegetables,6.2,97.9,4.65,1
Vegetables,2.6,85.1,3.18,1
Vegetables,4.6,91.9,0.89,1
Fruits,7.7,79.4,4.02,1
Vegetables,2.9,84.5,1.48,0
Meat,1.4,76.2,4.13,1
Eggs,7.5,68.9,4.84,1
Meat,6.3,89.2,2.77,1
Fruits,8.3,88.4,1.01,1
Eggs,7.4,63.3,2.56,1
Fruits,12.5,84.8,1.55,1
Fruits,13.8,72.5,3.62,1
Meat,7.0,95.0,0.53,1
Fruits,12.3,81.2,4.99,1
Fruits,4.9,78.0,1.13,0
Fruits,10.8,86.8,0.75,1
Meat,2.8,82.7,0.79,0
Milk,2.9,62.8,2.97,1
Vegetables,7.0,89.1,4.67,1
Vegetables,11.1,89.2,4.66,1
Milk,10.0,61.1,4.38,1
Meat,3.9,71.9,2.05,0
Eggs,7.0,51.4,2.02,0
Vegetables,2.7,92.5,3.44,1
Fruits,7.9,74.7,3.39,1
Vegetables,3.0,91.2,3.31,1
Fruits,7.8,74.2,2.89,1
Meat,5.1,75.5,2.46,0
Milk,6.3,89.2,2.26,1
Milk,8.3,60.8,1.12,1
Milk,2.4,71.6,4.9,1
Meat,4.5,76.9,3.55,1
Fruits,5.1,74.8,3.1,1
Vegetables,9.2,82.0,3.23,1
Fruits,8.6,85.4,0.35,1
Vegetables,3.5,94.1,2.55,1
Eggs,5.1,60.3,0.63,0
Meat,2.5,87.4,2.62,1
Meat,0.4,90.1,0.61,1
Meat,0.9,79.4,1.8,0
Eggs,3.6,51.1,1.54,0
Eggs,7.6,63.8,2.52,1
Meat,3.3,70.5,3.46,1
Vegetables,4.1,85.3,1.77,1
Fruits,7.4,75.0,1.46,0
Vegetables,4.8,93.5,1.39,1
Eggs,6.7,56.0,0.4,0
Eggs,2.5,64.5,3.06,1
Vegetables,3.9,88.7,4.72,1
Milk,6.8,72.9,2.62,1
Milk,9.5,88.2,1.44,1
Meat,0.9,80.3,1.65,0
Meat,5.6,71.0,2.69,1
Fruits,11.7,74.6,1.89,1
Eggs,7.8,66.4,1.69,1
Meat,8.0,74.6,2.54,1
Eggs,3.0,69.7,2.34,0
Fruits,10.1,88.2,3.97,1
Eggs,2.1,61.8,1.96,0
Eggs,9.9,62.4,0.62,1
Milk,3.1,72.8,0.2,0
Meat,6.8,85.4,2.81,1
Vegetables,7.5,81.3,1.32,0
Fruits,14.1,75.8,4.06,1
Meat,3.1,77.4,3.88,1
Eggs,6.1,59.3,1.28,0
Vegetables,7.3,96.0,2.87,1
Fruits,8.3,84.1,2.96,1
Meat,1.0,94.1,1.66,1
Vegetables,8.9,80.9,4.07,1
Vegetables,9.0,94.8,4.07,1
Eggs,8.9,65.6,4.7,1
Eggs,4.3,69.6,1.55,0
Fruits,4.6,88.5,2.5,1
Eggs,4.6,51.9,0.64,0
Meat,7.5,74.1,2.34,1
Eggs,7.8,68.4,1.23,1
Meat,5.3,72.8,3.75,1
Eggs,3.8,66.1,0.33,0
Fruits,12.7,85.0,2.08,1
Fruits,5.7,81.5,1.67,0
Fruits,14.7,76.4,0.49,1
Vegetables,5.7,92.6,3.82,1
Meat,6.9,90.5,3.43,1
Eggs,6.9,68.4,0.19,0
Milk,5.1,82.9,1.5,0
Vegetables,11.4,82.8,1.31,1
Vegetables,4.6,83.7,4.85,1
Vegetables,9.0,95.2,3.07,1
Meat,7.6,85.7,3.07,1
Fruits,7.8,71.8,1.55,0
Milk,4.2,63.5,3.3,1
Fruits,4.8,79.2,0.8,0
Fruits,12.6,72.9,1.93,1
Fruits,10.0,81.6,4.73,1
Vegetables,11.7,94.1,2.6,1
Eggs,7.5,68.2,1.98,1
Fruits,6.2,82.8,3.31,1
Meat,0.1,84.0,2.45,0
Fruits,7.2,83.3,2.87,1
Meat,6.7,81.7,1.91,1
Eggs,3.6,68.4,2.57,1
Milk,3.1,83.0,0.4,0
Milk,7.4,80.6,4.37,1
Meat,4.6,90.8,2.8,1
Meat,1.6,88.0,0.9,1
Eggs,3.2,54.3,0.88,0
Milk,2.3,77.9,2.95,1
Vegetables,5.8,88.2,3.66,1
Meat,1.0,88.4,4.22,1
Vegetables,4.6,84.5,4.22,1
Milk,3.8,71.9,1.03,0
Fruits,13.0,77.8,4.35,1
Milk,4.9,79.7,3.95,1
Milk,7.7,63.6,0.84,1
Meat,2.1,74.1,2.1,0
Meat,0.0,92.7,4.45,1
Fruits,4.1,87.1,4.85,1
Milk,4.0,71.7,1.17,0
Fruits,9.1,72.3,3.17,1
Fruits,7.9,89.4,2.43,1
Eggs,2.2,68.9,0.62,0
Vegetables,2.5,81.8,2.32,0
Meat,4.2,72.2,3.5,1
Meat,4.2,81.8,3.4,1
Fruits,8.4,73.0,3.69,1
Vegetables,7.4,94.6,1.38,1
Vegetables,3.6,96.0,1.02,1
Fruits,12.9,77.1,4.08,1
Vegetables,8.6,96.5,1.66,1
Vegetables,2.8,90.4,4.01,1
Vegetables,3.2,86.2,3.95,1
Fruits,14.5,79.1,2.94,1
Eggs,6.4,56.9,3.72,1
Vegetables,8.8,80.8,1.92,1
Meat,0.2,77.3,3.93,1
Eggs,3.4,57.4,2.74,1
Vegetables,7.0,92.2,2.64,1
Eggs,3.3,64.4,4.96,1
Eggs,4.7,62.0,2.28,0
Milk,5.0,79.3,3.6,1
Fruits,8.2,79.3,2.82,1
Eggs,3.7,53.6,4.13,1
Meat,6.4,94.0,2.47,1
Vegetables,10.7,81.3,1.17,1
Fruits,12.9,82.6,0.67,1
Vegetables,5.7,82.0,1.76,0
Fruits,7.7,81.8,3.86,1
Vegetables,9.0,88.6,4.21,1
Fruits,14.0,70.1,0.89,1
Vegetables,3.8,83.0,4.43,1
Fruits,13.9,74.7,4.25,1
Eggs,6.7,56.5,0.23,0
Fruits,7.6,72.0,0.74,0
Meat,7.3,85.3,4.06,1
Milk,6.8,86.1,3.09,1
Milk,3.9,89.4,3.23,1
Vegetables,4.8,90.0,0.1,1
Vegetables,10.0,90.4,2.31,1
Vegetables,3.1,87.2,2.1,1
Milk,2.9,85.4,1.43,1
Eggs,8.6,62.8,0.35,1
Eggs,4.5,56.7,2.33,0
Eggs,5.8,68.9,0.8,0
Fruits,7.5,89.6,3.53,1
Fruits,12.1,72.6,1.24,1
Vegetables,4.5,80.7,2.49,0
Milk,8.8,63.2,3.72,1
Milk,3.7,64.6,1.54,0
Eggs,9.2,67.2,3.7,1
Meat,6.8,72.0,0.16,1
Milk,3.6,68.3,0.98,0
Eggs,8.9,50.7,0.03,1
Eggs,8.4,57.4,1.19,1
Fruits,6.5,74.7,1.57,0
Vegetables,4.9,85.9,3.18,1
Vegetables,8.3,94.4,1.15,1
Milk,5.3,84.5,2.17,0
Meat,5.3,90.2,2.65,1
Eggs,9.1,65.2,0.09,1
Fruits,6.8,76.3,1.36,0
Meat,2.5,93.1,3.26,1
Meat,5.9,83.6,4.36,1
Milk,7.2,61.1,3.91,1
Fruits,4.4,78.9,0.89,0
Fruits,10.6,78.9,2.77,1
Meat,6.6,92.8,4.88,1
Eggs,4.0,57.1,1.36,0
Meat,1.8,92.6,4.22,1
Eggs,4.1,62.0,3.46,1
Vegetables,8.6,97.3,1.21,1
Eggs,6.2,64.5,2.04,0
Milk,8.2,85.8,4.15,1
Meat,1.9,88.3,2.73,1
Fruits,4.1,77.6,4.83,1
Eggs,7.3,54.0,0.95,1
Milk,7.0,78.9,1.24,0
Fruits,6.7,79.7,0.0,0
Fruits,13.6,76.9,1.2,1
Meat,5.1,92.7,0.13,1
Milk,4.5,61.1,4.29,1
Milk,6.1,74.2,4.26,1
Meat,7.4,91.3,3.22,1
Meat,4.2,85.5,4.14,1
Eggs,5.3,64.9,1.58,0
Milk,6.4,74.2,1.15,0
Meat,0.5,94.0,3.25,1
Milk,4.0,67.6,2.08,0
Eggs,9.1,61.2,2.1,1
Eggs,3.5,66.1,4.97,1
Vegetables,6.1,89.0,0.21,1
Meat,2.1,78.5,4.07,1
Vegetables,5.6,80.5,2.37,0
Vegetables,5.9,81.8,2.7,1
Vegetables,4.4,90.3,3.85,1
Fruits,12.5,75.0,2.1,1
Fruits,14.3,89.2,3.8,1
Milk,7.7,66.2,0.86,1
Vegetables,3.3,95.4,1.01,1
Eggs,3.5,67.0,3.84,1
Fruits,14.6,78.9,4.63,1
Vegetables,3.1,81.4,2.46,0
Eggs,4.0,55.5,4.05,1
Fruits,6.5,82.6,1.01,0
Eggs,6.4,67.4,1.27,0
Meat,3.2,92.3,3.46,1
Vegetables,4.5,88.4,4.92,1
Vegetables,7.9,87.6,0.87,1
Vegetables,5.1,96.3,2.02,1
Meat,0.3,76.5,3.55,1
Fruits,12.4,85.1,1.41,1
Eggs,4.4,54.0,0.46,0
Vegetables,8.5,81.2,0.87,1
Eggs,9.6,56.1,4.75,1
Fruits,13.5,79.6,0.62,1
Meat,4.1,71.8,3.24,1
Fruits,4.4,71.7,2.92,1
Eggs,6.5,59.5,0.91,0
Eggs,3.9,68.9,1.6,0
Vegetables,11.7,94.7,4.82,1
Vegetables,2.2,84.6,3.86,1
Vegetables,3.7,81.9,0.98,0
Eggs,9.8,57.2,1.27,1
Meat,4.0,74.4,1.07,0
Vegetables,7.8,86.3,4.55,1
Milk,4.2,76.1,3.86,1
Eggs,7.6,69.1,0.46,1
Milk,4.1,62.7,4.81,1
Vegetables,5.7,82.8,0.1,0
Eggs,8.3,63.7,1.76,1
Milk,9.1,67.1,4.02,1
Eggs,4.8,61.1,1.98,0
Fruits,5.8,83.1,4.42,1
Eggs,8.8,58.6,1.62,1
Eggs,4.4,65.0,0.51,0
Vegetables,4.1,91.5,2.53,1
Fruits,10.1,79.6,0.41,1
Meat,7.4,86.4,1.2,1
Eggs,8.0,59.4,4.01,1
Fruits,6.4,75.8,4.35,1
Vegetables,10.0,94.3,2.75,1
Fruits,8.2,84.3,4.29,1
Fruits,5.0,71.8,1.96,0
Fruits,13.8,75.3,2.55,1
Fruits,4.0,71.3,3.77,1
Fruits,6.5,73.0,1.42,0
Meat,2.6,86.0,0.91,1
Eggs,6.2,69.4,3.81,1
Milk,3.1,80.3,2.58,1
Eggs,6.3,56.1,1.79,0
Eggs,5.9,69.6,4.33,1
Vegetables,8.8,82.4,1.31,1
Eggs,4.8,54.8,1.69,0
Fruits,11.1,75.1,0.88,1
Vegetables,2.4,90.4,2.79,1
Eggs,3.1,64.4,4.32,1
Vegetables,10.2,93.0,0.49,1
Milk,9.3,86.1,3.91,1
Vegetables,11.7,88.4,2.72,1
Fruits,12.8,71.2,1.69,1
Fruits,11.2,81.4,2.99,1
Meat,5.5,81.3,0.23,0
Meat,7.7,79.0,4.84,1
Meat,6.0,92.5,1.2,1
Milk,5.2,88.3,2.56,1
Vegetables,5.6,90.5,1.17,1
Eggs,7.0,67.0,4.84,1
Fruits,13.3,70.9,3.01,1
Vegetables,7.0,81.8,3.49,1
Fruits,6.2,70.6,1.02,0
Eggs,4.8,58.4,3.59,1
Eggs,6.5,63.1,1.97,0
Fruits,7.3,87.4,4.41,1
Vegetables,2.5,84.9,2.15,0
Vegetables,7.1,91.2,3.77,1
Fruits,7.2,73.9,1.64,0
Meat,1.5,92.2,2.15,1
Meat,4.3,70.1,0.28,0
Vegetables,2.4,89.8,3.56,1
Vegetables,2.5,91.7,2.53,1
Vegetables,10.8,95.2,1.84,1
Milk,8.2,83.9,2.38,1
Fruits,5.6,71.1,3.62,1
Fruits,6.2,73.7,0.69,0
Vegetables,2.2,94.6,3.09,1
Milk,6.2,80.5,1.9,0
Fruits,14.5,89.9,1.45,1
Vegetables,11.8,82.9,0.76,1
Fruits,4.8,78.4,1.2,0
Vegetables,8.2,82.4,4.95,1
Eggs,7.1,67.3,2.13,1
Milk,3.3,75.9,2.89,1
Eggs,4.0,62.3,3.42,1
Eggs,2.3,64.8,3.37,1
Vegetables,3.5,97.0,4.9,1
Eggs,4.4,62.0,3.77,1
Vegetables,8.3,92.0,4.63,1
Milk,8.5,88.5,2.17,1
Meat,2.1,85.9,3.95,1
Fruits,4.7,73.0,0.83,0
Fruits,6.2,80.3,2.77,1
Eggs,8.0,58.2,2.19,1
Meat,0.9,79.8,4.06,1
Milk,6.5,85.3,4.9,1
Fruits,13.2,77.3,2.48,1
Meat,5.9,70.1,0.63,0
Meat,7.8,92.6,2.84,1
Milk,8.5,68.6,4.53,1
Milk,5.1,77.6,0.65,0
Vegetables,7.3,85.6,1.72,1
Fruits,12.6,70.6,3.39,1
Milk,3.6,66.2,0.64,0
Fruits,6.6,76.4,4.47,1
Eggs,3.3,63.3,0.13,0
Meat,4.2,94.8,0.45,1
Fruits,8.0,89.3,2.41,1
Vegetables,10.7,85.7,3.7,1
Fruits,9.7,75.4,0.48,1
Meat,1.9,83.8,2.68,1
Fruits,9.1,72.6,3.62,1
Milk,2.8,81.8,2.66,1
Eggs,8.4,52.8,1.91,1
Fruits,10.9,84.0,0.56,1
Eggs,5.0,65.3,2.5,0
Fruits,10.0,81.9,4.92,1
Eggs,9.3,58.3,3.17,1
Milk,8.1,87.7,3.66,1
Fruits,12.4,81.7,2.52,1
Milk,7.8,78.7,3.17,1
Milk,7.4,63.3,0.88,1
Fruits,5.8,85.6,1.64,1
Fruits,10.2,84.2,1.53,1
Fruits,10.1,72.0,2.33,1
Fruits,11.4,70.8,2.0,1
Fruits,7.2,79.5,1.37,0
Eggs,3.2,52.5,1.92,0
Meat,0.1,70.5,4.77,1
Milk,6.1,73.4,3.0,1
Fruits,6.6,83.1,0.03,0
Vegetables,10.7,85.0,4.07,1
Milk,7.9,86.1,2.92,1
Vegetables,5.5,92.6,0.19,1
Vegetables,7.6,97.8,4.01,1
Vegetables,7.0,94.1,3.4,1
Vegetables,5.6,96.4,4.68,1
Milk,8.0,78.5,3.32,1
Meat,7.4,77.0,0.81,1
Vegetables,11.3,82.7,4.59,1
Vegetables,4.7,82.0,4.45,1
Milk,6.2,75.8,1.15,0
Meat,0.1,70.4,1.54,0
Meat,2.2,71.8,2.0,0
Vegetables,11.7,96.1,1.62,1
Meat,0.6,74.1,1.69,0
Meat,7.8,89.6,1.23,1
Vegetables,8.7,89.4,2.3,1
Meat,1.4,73.4,1.85,0
Milk,6.2,67.9,3.05,1
Vegetables,8.2,95.5,4.92,1
Milk,6.9,80.9,4.75,1
