Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,4.6,80.1,3.93,1
Fruits,6.3,70.8,3.84,1
Meat,5.9,86.2,2.99,1
Milk,3.1,61.8,1.44,0
Meat,2.1,72.2,0.92,0
Eggs,6.2,57.5,0.5,0
Vegetables,7.3,85.9,4.09,1
Eggs,3.3,56.8,2.1,0
Meat,1.6,93.8,2.35,1
Meat,0.6,71.9,4.59,1
Milk,4.8,73.0,1.05,0
Eggs,2.3,54.0,0.9,0
Eggs,7.9,55.3,4.17,1
Milk,2.1,76.1,0.48,0
Meat,3.0,73.7,3.03,1
Eggs,5.3,60.2,4.7,1
Milk,8.0,83.2,3.17,1
Meat,1.4,80.0,0.62,0
Fruits,6.0,80.0,0.82,0
Meat,5.3,86.3,2.94,1
Milk,3.8,61.7,2.18,0
Fruits,12.8,83.5,3.23,1
Fruits,4.2,80.4,2.5,0
Vegetables,2.6,80.8,3.4,1
Eggs,3.5,66.9,1.81,0
Fruits,4.3,71.1,4.15,1
Milk,3.8,84.9,4.51,1
Meat,5.2,80.7,3.99,1
Milk,2.7,68.9,0.65,0
Vegetables,5.0,80.9,2.47,0
Eggs,2.8,58.1,0.85,0
Milk,4.2,61.7,2.89,1
Fruits,7.3,87.6,0.2,1
Vegetables,2.5,83.6,1.87,0
Eggs,3.8,50.3,2.12,0
Vegetables,9.9,92.3,3.65,1
Eggs,4.8,53.0,4.39,1
Meat,4.5,74.3,1.71,0
Milk,6.3,78.5,3.4,1
Eggs,8.0,68.3,2.38,1
Meat,0.8,70.2,2.63,1
Eggs,4.7,63.5,0.93,0
Vegetables,7.2,84.7,4.81,1
Fruits,11.9,79.5,0.26,1
Milk,2.2,75.2,3.48,1
Eggs,5.7,51.5,4.54,1
Milk,8.0,63.6,2.62,1
Vegetables,3.4,80.0,3.99,1
Vegetables,6.9,81.4,1.52,0
Eggs,4.2,64.3,1.73,0
Eggs,3.7,64.9,3.62,1
Fruits,10.4,75.3,3.99,1
Vegetables,8.2,92.2,1.46,1
Milk,8.4,75.3,3.53,1
Meat,7.2,83.5,4.13,1
Vegetables,4.7,95.4,1.78,1
Eggs,6.5,50.6,4.53,1
Vegetables,8.6,82.7,4.96,1
Meat,5.1,82.9,0.09,0
Fruits,11.2,83.2,3.19,1
Vegetables,9.9,82.3,4.44,1
Eggs,5.2,66.1,2.53,1
Vegetables,10.5,82.4,2.42,1
Milk,4.5,79.1,4.14,1
Vegetables,3.3,92.3,0.1,1
Eggs,7.7,59.8,0.72,1
Eggs,9.3,61.9,0.81,1
Fruits,8.1,87.7,4.63,1
Fruits,9.9,72.4,1.87,1
Fruits,6.4,86.0,4.51,1
Meat,7.2,86.8,2.16,1
Milk,8.7,78.6,1.54,1
Milk,5.6,87.6,2.83,1
Vegetables,3.4,89.0,2.51,1
Milk,8.3,71.7,2.09,1
Eggs,2.1,56.8,0.25,0
Eggs,2.7,67.4,0.3,0
Eggs,9.4,59.2,0.94,1
Meat,7.6,89.2,2.92,1
Fruits,8.6,83.4,3.13,1
Milk,9.0,60.1,3.22,1
Eggs,7.2,64.0,1.72,1
Eggs,3.8,56.8,1.7,0
Vegetables,4.1,82.7,2.08,0
Fruits,6.7,72.9,0.65,0
Milk,3.7,77.7,2.11,0
Vegetables,10.2,90.9,3.01,1
Meat,2.7,87.9,3.75,1
Vegetables,9.3,93.9,4.21,1
Milk,6.8,84.2,4.4,1
Fruits,10.9,84.1,0.69,1
Meat,7.3,79.1,1.96,1
Fruits,14.1,81.2,0.95,1
Eggs,3.5,55.1,3.15,1
Meat,6.7,87.0,2.42,1
Vegetables,10.1,81.6,3.81,1
Eggs,3.8,67.5,2.36,0
Vegetables,9.9,80.9,3.33,1
Fruits,4.4,70.3,3.88,1
Milk,6.0,62.8,3.05,1
Meat,7.7,76.3,3.44,1
Milk,4.3,77.0,3.07,1
Meat,3.3,91.6,4.55,1
Vegetables,3.2,82.0,3.48,1
Eggs,8.6,59.8,4.43,1
Fruits,6.9,79.3,2.45,0
Fruits,9.6,87.9,2.02,1
Fruits,9.1,86.0,1.12,1
Milk,4.9,64.0,1.02,0
Meat,5.4,74.7,0.49,0
Vegetables,4.7,82.6,1.41,0
Meat,6.9,73.7,1.74,1
Meat,4.4,85.2,1.88,1
Vegetables,11.7,82.6,3.45,1
Eggs,7.7,55.6,1.6,1
Eggs,5.4,54.3,0.72,0
Vegetables,5.9,83.0,2.67,1
Milk,2.1,81.8,4.02,1
Meat,1.5,93.5,4.77,1
Meat,6.1,90.7,3.46,1
Milk,4.5,68.4,0.51,0
Fruits,11.0,74.1,1.39,1
Eggs,6.4,65.6,1.82,0
Eggs,9.7,64.7,1.26,1
Vegetables,2.8,92.9,4.27,1
Fruits,8.8,84.2,3.2,1
Fruits,13.1,83.9,1.54,1
Meat,7.9,79.9,3.23,1
Fruits,12.5,89.9,4.55,1
Meat,3.5,90.7,3.18,1
Meat,4.1,84.7,3.98,1
Vegetables,3.8,87.0,3.55,1
Vegetables,4.3,85.5,2.54,1
Vegetables,8.9,92.4,2.71,1
Milk,9.8,74.8,3.75,1
Vegetables,3.2,81.0,4.25,1
Eggs,4.0,65.8,0.19,0
Eggs,2.4,68.4,1.62,0
Milk,4.2,89.0,1.38,1
Milk,7.8,85.2,4.72,1
Meat,3.9,71.3,2.25,0
Milk,8.7,86.8,3.98,1
Milk,2.5,71.8,3.02,1
Meat,6.4,79.1,3.48,1
Vegetables,2.4,88.8,1.82,1
Fruits,7.2,70.2,3.31,1
Eggs,6.3,56.3,0.56,0
Eggs,3.5,63.8,3.9,1
Vegetables,11.7,94.7,1.66,1
Eggs,4.8,59.0,1.89,0
Fruits,12.2,80.4,0.64,1
Fruits,5.4,74.8,1.74,0
Milk,5.8,69.6,4.91,1
Eggs,4.5,67.1,0.17,0
Milk,5.6,74.4,3.22,1
Vegetables,4.0,97.4,3.39,1
Eggs,3.5,60.2,2.96,1
Fruits,14.2,79.3,3.22,1
Eggs,9.4,50.1,1.12,1
Meat,7.1,82.7,2.96,1
Vegetables,12.0,90.9,1.58,1
Eggs,6.8,59.6,4.69,1
Meat,6.9,94.5,3.78,1
Meat,0.3,73.5,0.18,0
Eggs,8.4,56.5,2.05,1
Vegetables,10.8,83.3,4.42,1
Milk,6.7,68.1,1.49,0
Fruits,8.0,73.8,0.93,0
Meat,3.9,80.4,4.83,1
Fruits,11.2,81.6,1.44,1
Eggs,6.0,62.9,3.01,1
Fruits,7.4,76.8,0.87,0
Milk,6.5,83.5,3.17,1
Meat,5.0,72.3,1.53,0
Eggs,4.3,52.7,4.49,1
Fruits,8.5,72.3,3.0,1
Vegetables,9.9,81.5,3.62,1
Fruits,12.7,82.1,0.53,1
Meat,7.4,94.4,4.15,1
Milk,8.6,66.2,1.43,1
Milk,9.0,63.2,2.56,1
Milk,7.9,81.5,4.84,1
Meat,7.5,91.1,4.61,1
Vegetables,6.6,90.6,2.37,1
Meat,3.3,77.4,0.04,0
Vegetables,9.0,96.8,2.26,1
Meat,4.3,71.6,1.62,0
Meat,2.0,93.0,4.76,1
Meat,0.6,70.3,3.79,1
Vegetables,10.2,81.3,4.84,1
Milk,8.0,62.5,0.49,1
Fruits,9.7,84.4,1.28,1
Meat,0.8,76.7,4.01,1
Fruits,7.6,82.2,0.49,0
Meat,4.6,73.2,1.14,0
Milk,2.9,68.0,4.68,1
Milk,3.8,77.3,1.25,0
Fruits,4.1,73.6,1.65,0
Meat,5.5,86.6,3.73,1
Fruits,14.5,73.5,1.08,1
Milk,6.3,86.3,2.82,1
Eggs,4.3,51.2,0.43,0
Eggs,2.1,50.9,2.44,0
Eggs,3.0,62.8,3.6,1
Fruits,12.6,78.3,1.13,1
Fruits,12.6,76.6,1.06,1
Eggs,2.6,60.7,0.71,0
Meat,4.4,94.8,3.82,1
Vegetables,9.9,84.8,3.83,1
Eggs,2.6,58.1,2.42,0
Fruits,8.7,74.1,1.08,0
Fruits,14.1,72.0,0.06,1
Meat,2.5,70.8,2.85,1
Fruits,5.4,88.1,3.14,1
Eggs,8.5,66.6,0.77,1
Milk,6.0,68.8,1.95,0
Meat,1.6,79.8,3.26,1
Eggs,5.3,50.3,3.34,1
Vegetables,11.8,89.9,1.13,1
Eggs,4.2,68.1,2.03,0
Eggs,5.6,57.6,0.9,0
Vegetables,8.3,82.7,1.94,1
Meat,7.5,83.6,3.06,1
Eggs,2.5,68.8,1.14,0
Eggs,4.6,69.0,4.61,1
Meat,4.0,75.1,4.73,1
Eggs,5.5,58.8,3.42,1
Meat,4.6,71.9,1.99,0
Eggs,10.0,63.3,0.55,1
Vegetables,6.6,94.7,4.72,1
Eggs,2.6,65.1,2.13,0
Meat,5.0,85.2,1.55,1
Meat,3.7,75.1,0.83,0
Fruits,8.5,89.4,4.57,1
Meat,5.9,74.0,4.26,1
Eggs,2.9,54.0,1.69,0
Eggs,9.0,62.4,1.79,1
Meat,1.0,81.0,2.95,1
Eggs,4.9,50.3,1.47,0
Fruits,10.0,77.3,4.85,1
Vegetables,8.8,89.6,0.8,1
Milk,2.0,64.7,2.98,1
Vegetables,2.7,88.7,1.36,1
Eggs,4.6,57.8,3.82,1
Meat,5.0,73.4,1.69,0
Eggs,4.7,53.4,1.46,0
Meat,5.7,91.8,2.21,1
Vegetables,8.3,85.5,1.97,1
Eggs,3.0,59.6,4.56,1
Fruits,8.7,74.9,4.39,1
Eggs,8.0,53.8,0.1,1
Milk,6.1,77.9,2.78,1
Vegetables,6.6,89.9,2.68,1
Fruits,6.0,82.7,3.63,1
Eggs,8.4,67.6,3.25,1
Meat,1.2,93.8,2.05,1
Vegetables,2.0,87.7,4.98,1
Fruits,8.1,79.8,4.73,1
Eggs,2.4,54.7,4.73,1
Vegetables,8.2,90.1,4.91,1
Vegetables,7.4,94.3,2.73,1
Eggs,4.6,54.3,0.28,0
Fruits,6.2,73.6,2.92,1
Meat,2.0,87.4,4.82,1
Vegetables,8.9,83.1,4.97,1
Eggs,5.3,66.7,0.14,0
Vegetables,7.5,91.8,4.38,1
Vegetables,10.7,87.8,1.18,1
Meat,4.0,91.4,4.63,1
Milk,2.1,66.8,1.93,0
Eggs,4.3,50.2,3.21,1
Meat,0.9,80.1,3.54,1
Fruits,8.1,86.9,2.6,1
Vegetables,4.1,82.5,4.12,1
Vegetables,7.8,82.9,0.98,0
Milk,9.5,73.4,0.07,1
Milk,6.0,63.9,3.07,1
Fruits,13.3,74.7,0.36,1
Milk,6.9,88.5,3.21,1
Fruits,5.1,70.4,4.1,1
Meat,0.9,82.2,4.05,1
Milk,7.6,67.8,1.25,1
Vegetables,8.6,90.0,2.23,1
Fruits,5.1,72.5,3.82,1
Milk,9.7,77.3,4.45,1
Vegetables,5.6,84.7,0.54,0
Vegetables,4.2,89.9,4.98,1
Fruits,4.3,70.4,4.33,1
Eggs,2.9,55.8,0.68,0
Fruits,12.1,70.4,2.83,1
Fruits,14.6,84.8,3.38,1
Eggs,4.9,65.2,2.58,1
Meat,1.7,92.3,4.21,1
Fruits,5.3,80.2,0.66,0
Fruits,6.3,72.0,3.52,1
Milk,7.2,77.4,4.01,1
Fruits,14.9,70.1,2.48,1
Milk,5.2,66.1,3.84,1
Vegetables,5.2,92.8,0.22,1
Fruits,6.2,84.6,4.4,1
Eggs,7.6,52.0,2.65,1
Meat,7.4,73.6,1.42,1
Eggs,5.5,66.7,4.01,1
Meat,4.8,76.5,3.02,1
Meat,4.3,78.6,0.31,0
Meat,1.3,76.3,0.8,0
Milk,6.2,64.6,4.67,1
Eggs,5.5,66.1,3.52,1
Vegetables,8.4,90.8,0.97,1
Eggs,7.3,51.0,0.28,1
Fruits,6.9,73.5,4.07,1
Eggs,7.8,55.4,4.91,1
Vegetables,10.2,92.5,2.5,1
Eggs,2.4,57.7,3.41,1
Vegetables,2.7,90.2,3.25,1
Eggs,4.6,52.5,3.07,1
Fruits,8.6,79.8,2.77,1
Vegetables,7.6,85.2,2.47,1
Fruits,8.9,87.5,3.15,1
Eggs,6.4,69.7,1.51,0
Eggs,9.0,64.6,3.69,1
Eggs,10.0,66.7,2.65,1
Milk,3.4,65.6,4.62,1
Meat,2.4,78.4,4.78,1
Fruits,5.7,79.2,3.03,1
Milk,4.8,60.8,2.02,0
Milk,9.8,85.2,1.74,1
Milk,5.3,80.5,4.67,1
Fruits,5.1,82.5,2.09,0
Meat,0.2,79.5,1.16,0
Meat,5.7,73.9,4.74,1
Milk,9.8,71.7,2.14,1
Meat,3.7,85.4,0.5,1
Eggs,6.2,50.1,2.47,0
Fruits,11.7,71.8,0.1,1
Milk,5.6,65.3,4.93,1
Meat,0.3,77.9,2.94,1
Milk,9.0,80.8,4.02,1
Eggs,8.8,63.3,4.7,1
Vegetables,11.8,96.8,1.66,1
Fruits,5.7,76.8,0.5,0
Fruits,14.3,79.2,3.76,1
Milk,2.7,86.0,1.99,1
Milk,7.3,87.7,0.34,1
Meat,0.8,84.6,0.97,0
Fruits,12.0,80.7,4.78,1
Meat,0.1,86.2,3.82,1
Milk,4.0,77.8,4.02,1
Vegetables,4.5,95.0,2.88,1
Vegetables,11.2,94.0,3.62,1
Vegetables,4.2,88.9,1.67,1
Milk,4.1,63.8,4.18,1
Fruits,9.5,83.2,3.43,1
Vegetables,5.6,97.0,4.78,1
Meat,1.2,89.4,0.3,1
Milk,3.9,89.3,1.88,1
Fruits,13.2,74.3,2.16,1
Meat,0.5,80.1,4.8,1
Fruits,5.2,71.4,3.36,1
Eggs,2.1,67.5,1.95,0
Fruits,12.4,88.7,3.01,1
Meat,4.5,86.3,1.84,1
Fruits,6.3,72.7,1.17,0
Meat,6.1,85.8,0.97,1
Eggs,3.8,69.9,1.54,0
Vegetables,11.0,82.8,0.78,1
Meat,0.0,79.7,0.57,0
Milk,7.7,70.5,0.19,1
Eggs,7.4,53.9,1.37,1
Milk,6.1,66.5,4.32,1
Milk,7.3,88.3,2.49,1
Meat,5.5,77.7,4.65,1
Milk,9.1,85.6,1.55,1
Milk,5.4,79.3,2.21,0
Milk,7.9,76.4,1.67,1
Milk,7.2,69.8,2.73,1
Eggs,7.9,65.1,1.45,1
Milk,8.9,84.5,4.82,1
Fruits,6.1,84.9,3.72,1
Fruits,12.2,75.0,4.82,1
Fruits,6.7,85.6,0.09,1
Vegetables,6.5,85.7,2.53,1
Eggs,7.2,56.8,4.76,1
Eggs,8.4,66.7,3.45,1
Milk,4.0,70.3,4.35,1
Vegetables,6.2,84.6,3.94,1
Eggs,5.8,62.3,1.19,0
Vegetables,11.7,88.5,0.18,1
Meat,0.9,93.6,2.94,1
Meat,6.8,85.5,1.72,1
Fruits,11.6,89.3,1.82,1
Eggs,4.0,67.4,1.46,0
Fruits,8.6,74.7,1.08,0
Meat,7.9,83.7,4.25,1
Fruits,11.1,83.9,4.19,1
Eggs,8.4,60.8,4.56,1
Meat,7.0,80.8,2.72,1
Meat,1.4,91.4,2.38,1
Meat,0.8,73.4,2.33,0
Milk,3.5,63.1,1.74,0
Eggs,5.4,60.9,0.4,0
Eggs,8.1,57.4,0.75,1
Vegetables,7.8,82.1,4.9,1
Milk,7.4,72.5,1.29,1
Eggs,8.7,55.7,3.32,1
Meat,2.0,72.3,0.19,0
Eggs,3.6,60.7,0.94,0
Fruits,12.5,89.9,4.17,1
Fruits,8.5,83.5,1.23,0
Vegetables,3.6,93.3,3.23,1
Milk,8.4,84.0,3.0,1
Vegetables,11.9,80.3,4.49,1
Fruits,6.7,78.4,0.5,0
Meat,6.6,71.2,2.91,1
Fruits,10.7,75.4,0.67,1
Milk,3.5,79.7,1.75,0
Milk,9.3,79.4,0.82,1
Milk,5.3,88.4,3.04,1
Vegetables,10.6,82.2,2.31,1
Eggs,4.5,62.3,3.31,1
Milk,5.2,65.4,4.1,1
Vegetables,9.0,82.0,3.42,1
Fruits,13.0,70.7,0.84,1
Fruits,12.0,89.4,0.29,1
Fruits,8.6,84.8,2.84,1
Vegetables,2.4,89.7,2.09,1
Meat,5.3,88.2,4.46,1
Milk,5.6,71.4,3.67,1
Eggs,8.1,68.7,0.56,1
Meat,0.9,91.8,3.61,1
Meat,3.5,74.7,0.13,0
Eggs,4.5,60.7,2.41,0
Eggs,4.8,68.0,1.4,0
Fruits,4.8,79.8,0.65,0
Fruits,6.1,83.4,1.64,0
Eggs,8.0,54.8,1.94,1
Vegetables,4.2,88.2,1.39,1
Meat,6.3,70.6,4.53,1
Vegetables,5.4,81.4,2.94,1
Milk,3.3,78.8,4.21,1
Milk,7.3,71.7,4.44,1
Fruits,6.6,73.3,4.17,1
Eggs,8.3,59.9,1.71,1
Milk,7.1,66.9,2.07,1
Meat,0.7,90.9,0.45,1
Vegetables,11.3,82.1,2.19,1
Eggs,8.3,61.4,3.45,1
Vegetables,4.0,89.6,4.57,1
Eggs,7.4,60.0,3.34,1
Eggs,4.2,66.4,0.63,0
Fruits,11.5,83.5,3.23,1
Meat,2.4,91.2,0.39,1
Vegetables,2.4,94.1,2.45,1
Fruits,9.9,73.1,2.73,1
Milk,2.8,67.0,0.39,0
Eggs,4.7,50.0,0.17,0
Fruits,7.3,74.8,4.44,1
Meat,3.1,76.3,2.37,0
Meat,5.4,77.2,3.37,1
Meat,5.6,77.5,2.12,0
Meat,8.0,84.0,1.58,1
Eggs,3.4,54.7,4.98,1
Vegetables,2.6,88.1,0.58,1
Meat,3.6,86.3,0.72,1
Vegetables,6.6,81.1,1.7,0
Vegetables,4.1,86.8,2.13,1
Milk,4.0,71.1,2.81,1
Meat,4.4,92.8,4.8,1
Meat,5.3,81.2,0.65,0
Fruits,4.8,73.0,0.6,0
Eggs,10.0,52.3,2.72,1
Vegetables,8.6,90.5,3.9,1
Meat,0.7,81.8,0.39,0
Fruits,7.6,80.8,0.93,0
Fruits,8.8,87.7,4.51,1
Eggs,4.4,57.5,1.12,0
Eggs,3.0,65.3,1.02,0
Fruits,10.5,85.3,4.59,1
Vegetables,9.4,90.8,3.39,1
Fruits,8.6,77.8,1.06,0
Vegetables,9.3,84.2,1.94,1
Fruits,7.2,76.5,0.69,0
Vegetables,3.0,80.7,2.1,0
Eggs,8.2,66.3,4.05,1
Fruits,11.8,88.2,0.75,1
Vegetables,9.0,96.4,4.64,1
Vegetables,9.7,80.1,4.04,1
Fruits,10.1,70.5,0.33,1
Eggs,6.9,63.2,2.09,0
Meat,0.6,70.2,1.93,0
Meat,2.6,88.8,4.93,1
Milk,7.6,62.3,3.63,1
Meat,5.7,84.3,0.82,0
Vegetables,10.6,89.7,2.4,1
Fruits,10.8,88.8,4.11,1
Meat,5.1,73.0,3.27,1
Vegetables,10.0,95.4,4.28,1
Eggs,5.7,67.8,1.19,0
Vegetables,3.2,91.3,1.33,1
Eggs,4.6,60.5,1.19,0
Vegetables,8.1,96.9,0.3,1
Vegetables,5.0,94.4,0.19,1
Meat,0.4,74.8,3.09,1
Milk,6.7,84.5,3.82,1
Milk,8.7,82.3,4.83,1
Vegetables,4.9,89.2,2.56,1
Eggs,5.0,64.4,1.31,0
Vegetables,2.5,84.1,0.11,0
Meat,7.2,81.8,1.99,1
Milk,9.5,62.0,4.0,1
Eggs,8.5,55.9,3.17,1
Vegetables,4.6,96.3,4.92,1
Meat,2.5,93.4,2.2,1
Milk,2.0,74.4,4.95,1
Meat,7.3,87.3,2.94,1
Meat,5.6,84.6,4.9,1
Meat,4.2,90.8,1.17,1
Vegetables,7.8,83.8,3.35,1
Meat,1.1,77.2,2.8,1
Eggs,4.0,63.8,0.79,0
Meat,4.7,81.3,4.05,1
Milk,4.0,82.1,3.28,1
Milk,9.5,68.9,0.98,1
Eggs,2.8,55.4,0.26,0
Milk,9.0,81.3,0.91,1
Eggs,7.4,57.5,3.27,1
Vegetables,8.4,91.6,0.69,1
Vegetables,9.8,96.2,2.46,1
Milk,3.2,78.6,2.83,1
Vegetables,3.3,96.5,0.48,1
Vegetables,7.5,83.1,3.74,1
Fruits,7.8,75.9,3.45,1
Milk,6.0,79.1,2.92,1
Eggs,2.2,61.7,1.99,0
Fruits,4.7,74.0,4.09,1
Vegetables,11.6,90.4,4.45,1
Eggs,7.5,59.6,1.53,1
Vegetables,10.7,82.9,1.56,1
Meat,0.2,79.0,2.12,0
Vegetables,8.8,84.4,3.89,1
Fruits,15.0,79.7,2.4,1
Eggs,8.3,54.6,4.02,1
Milk,2.3,64.0,3.73,1
Eggs,3.4,52.8,0.35,0
Vegetables,7.4,91.6,0.94,1
Milk,9.6,67.6,2.64,1
Meat,2.4,81.0,2.32,0
Meat,4.9,78.0,1.38,0
Vegetables,6.9,91.2,1.34,1
Vegetables,6.8,94.9,4.81,1
Fruits,13.6,78.8,0.56,1
Milk,9.5,86.9,3.02,1
Milk,2.8,64.0,3.14,1
Milk,8.6,69.0,1.49,1
Eggs,8.9,61.4,4.46,1
Fruits,13.3,75.3,3.11,1
Vegetables,11.3,86.5,4.27,1
Vegetables,3.9,94.0,0.34,1
Milk,2.1,62.1,3.76,1
Vegetables,10.9,86.0,3.86,1
Milk,3.7,70.6,1.75,0
Meat,0.3,75.9,1.27,0
Meat,3.9,78.6,0.28,0
Milk,7.4,85.3,3.18,1
Fruits,7.7,80.1,0.12,0
Fruits,14.2,78.6,4.45,1
Vegetables,10.7,85.0,0.25,1
Vegetables,9.0,90.7,0.58,1
Fruits,12.2,74.6,3.22,1
Meat,6.1,93.2,4.83,1
Milk,5.4,68.8,2.59,1
Vegetables,9.6,91.4,0.39,1
Meat,2.1,74.0,4.75,1
Milk,3.0,64.8,4.54,1
Eggs,7.8,57.9,4.01,1
Vegetables,9.8,88.7,2.11,1
Fruits,10.3,72.4,2.34,1
Meat,0.6,73.0,4.57,1
Eggs,6.8,66.0,4.78,1
Fruits,12.6,80.0,0.31,1
Meat,3.2,76.9,1.74,0
Meat,0.2,80.7,4.8,1
Eggs,7.7,65.9,3.03,1
Fruits,10.3,78.8,1.36,1
Milk,8.6,85.4,2.56,1
Milk,3.6,74.9,1.71,0
Fruits,9.3,86.3,0.2,1
Vegetables,3.4,91.1,0.85,1
Eggs,2.1,50.2,2.62,1
Milk,2.2,72.6,4.01,1
Eggs,7.6,51.0,0.04,1
Fruits,13.6,89.6,4.39,1
Fruits,12.6,80.8,3.02,1
Vegetables,10.1,86.3,4.37,1
Milk,4.4,76.3,0.44,0
Fruits,8.5,83.2,2.54,1
Eggs,3.7,58.3,0.78,0
Milk,3.4,73.0,1.27,0
Fruits,12.0,84.1,4.31,1
Fruits,11.9,83.0,1.93,1
Meat,3.6,77.5,3.77,1
Fruits,6.4,80.6,2.76,1
Eggs,2.6,53.1,3.2,1
Fruits,10.4,70.3,1.69,1
Milk,7.5,86.2,3.52,1
Milk,2.8,82.4,0.37,0
Vegetables,11.4,94.8,4.47,1
Milk,7.7,81.1,1.27,1
Eggs,6.1,61.4,4.52,1
Milk,6.1,84.1,2.89,1
Meat,7.1,72.8,3.1,1
Meat,7.1,82.0,1.8,1
Fruits,8.6,84.5,3.02,1
Vegetables,11.9,88.2,3.2,1
Vegetables,11.9,88.1,2.93,1
Eggs,3.3,55.4,1.49,0
Fruits,12.9,80.4,2.52,1
Fruits,7.8,85.8,4.26,1
Eggs,3.4,65.6,2.32,0
Fruits,10.2,77.4,2.43,1
Eggs,3.6,67.8,1.58,0
Meat,3.4,81.6,1.87,0
Meat,4.5,73.7,3.04,1
Milk,8.4,62.5,3.24,1
Milk,4.5,68.4,3.94,1
Meat,7.1,91.6,0.09,1
Fruits,8.6,79.2,2.52,1
Eggs,5.8,59.1,2.85,1
Fruits,6.0,74.4,1.94,0
Eggs,3.7,53.2,3.45,1
Eggs,5.4,60.8,1.95,0
Eggs,10.0,65.1,2.37,1
Milk,6.1,63.5,1.18,0
Fruits,11.5,89.0,1.61,1
Vegetables,7.9,87.8,1.1,1
Vegetables,11.7,89.0,4.87,1
Milk,4.4,67.0,0.19,0
Eggs,4.0,50.4,1.26,0
Vegetables,9.4,88.6,1.55,1
Eggs,2.5,59.4,0.47,0
Fruits,11.9,75.7,0.91,1
Eggs,9.7,65.1,1.53,1
Eggs,3.2,56.8,4.03,1
Eggs,9.9,66.7,4.7,1
Fruits,10.6,82.0,4.88,1
Fruits,10.9,71.8,4.71,1
Fruits,5.5,72.9,2.49,0
Eggs,5.0,69.9,1.84,0
Fruits,11.8,73.4,3.34,1
Eggs,4.8,66.7,3.17,1
Eggs,3.7,69.0,1.82,0
Meat,4.3,85.8,2.73,1
Eggs,8.7,62.0,3.7,1
Fruits,10.7,88.9,2.62,1
Milk,3.4,62.0,1.32,0
Vegetables,5.0,80.2,3.33,1
Fruits,6.7,78.9,1.85,0
Milk,4.8,64.9,1.06,0
Eggs,4.9,50.2,1.23,0
Milk,6.0,73.0,1.8,0
Fruits,13.5,73.9,5.0,1
Meat,0.8,84.9,4.91,1
Vegetables,5.6,96.2,3.21,1
Milk,8.4,68.6,3.2,1
Eggs,4.7,66.6,4.76,1
Vegetables,5.8,82.8,1.28,0
Fruits,13.9,87.9,4.21,1
Eggs,3.4,56.2,5.0,1
Eggs,2.4,69.8,2.42,0
Vegetables,3.3,81.2,2.53,1
Eggs,6.5,53.4,0.19,0
Vegetables,7.3,85.6,3.51,1
Vegetables,11.5,80.7,2.91,1
Vegetables,8.3,86.4,0.71,1
Eggs,5.7,53.7,3.83,1
Milk,9.0,66.6,0.41,1
Vegetables,2.5,85.2,2.05,1
Eggs,6.0,65.3,2.28,0
Milk,9.6,78.1,2.75,1
Vegetables,2.7,83.9,3.47,1
Meat,2.9,89.1,4.93,1
Fruits,9.7,87.4,4.15,1
Vegetables,10.1,88.7,1.52,1
Milk,8.3,87.2,4.24,1
Meat,1.6,88.3,2.95,1
Fruits,4.5,72.2,0.17,0
Vegetables,11.1,96.0,3.6,1
Meat,1.7,94.7,2.93,1
Meat,3.3,92.2,0.42,1
Vegetables,6.5,89.7,1.41,1
Eggs,7.7,64.3,4.71,1
Vegetables,11.4,87.4,3.62,1
Milk,5.2,74.5,4.85,1
Eggs,2.6,67.4,0.25,0
Milk,9.2,78.2,0.54,1
Fruits,10.2,75.1,3.13,1
Milk,9.8,89.5,4.16,1
Meat,2.5,79.0,1.47,0
Vegetables,4.9,81.3,4.9,1
Fruits,4.9,76.0,4.96,1
Vegetables,6.2,96.0,4.48,1
Fruits,13.5,72.7,1.0,1
Meat,1.2,88.0,3.74,1
Meat,5.4,85.6,3.16,1
Milk,7.9,81.2,4.11,1
Milk,4.2,81.0,4.12,1
Milk,3.1,65.5,2.98,1
Vegetables,3.6,83.2,2.98,1
Fruits,5.6,83.6,3.11,1
Milk,8.5,82.3,0.97,1
Vegetables,10.2,96.8,4.16,1
Milk,2.0,87.5,0.24,1
Fruits,12.7,72.0,2.76,1
Fruits,14.9,89.1,4.77,1
Eggs,6.3,63.3,4.4,1
Meat,2.3,93.9,4.85,1
Vegetables,11.3,88.0,0.39,1
Vegetables,9.4,86.3,3.87,1
Milk,4.5,74.8,2.44,0
Meat,2.6,79.1,0.29,0
Milk,9.1,73.5,0.27,1
Milk,5.7,87.6,2.75,1
Fruits,13.8,70.2,0.52,1
Fruits,6.1,79.4,1.37,0
Fruits,10.6,75.3,3.41,1
Milk,9.8,77.7,4.19,1
Meat,7.6,94.1,0.31,1
Fruits,13.0,89.2,1.14,1
Milk,7.9,70.9,3.32,1
Eggs,5.2,69.3,1.34,0
Fruits,14.1,71.8,4.74,1
Milk,4.2,83.5,0.29,0
Milk,2.4,65.8,0.82,0
Milk,5.8,79.7,1.39,0
Eggs,3.2,60.2,2.28,0
Fruits,14.6,83.4,1.04,1
Fruits,5.8,79.5,0.7,0
Meat,0.9,71.6,2.54,1
Eggs,5.7,53.9,0.03,0
Milk,6.9,76.5,3.82,1
Milk,3.1,67.7,4.53,1
Milk,4.0,79.7,3.59,1
